country_code,country,region,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,cost_category,data_quality
624,Guinea-Bissau,Africa,2017,3.01,1098.65,,,,High Cost,Estimated value
624,Guinea-Bissau,Africa,2018,3.04,1109.6,,,,High Cost,Estimated value
624,Guinea-Bissau,Africa,2019,3.14,1146.1,,,,High Cost,Estimated value
624,Guinea-Bissau,Africa,2020,3.24,1182.6,,,,High Cost,Estimated value
624,Guinea-Bissau,Africa,2021,3.45,1259.25,0.85,0.45,1.3,High Cost,Estimated value
624,Guinea-Bissau,Africa,2022,3.74,1365.1,,,,High Cost,Estimated value
624,Guinea-Bissau,Africa,2023,3.98,1452.7,,,,High Cost,Estimated value
624,Guinea-Bissau,Africa,2024,4.09,1492.85,,,,High Cost,Estimated value
328,Guyana,South America,2017,4.62,1686.3,,,,High Cost,Estimated value
328,Guyana,South America,2018,4.79,1748.35,,,,High Cost,Estimated value
328,Guyana,South America,2019,5.06,1846.9,,,,High Cost,Estimated value
328,Guyana,South America,2020,5.41,1974.65,,,,High Cost,Estimated value
328,Guyana,South America,2021,5.9,2153.5,,,,High Cost,Estimated value
328,Guyana,South America,2022,6.37,2325.05,,,,High Cost,Estimated value
328,Guyana,South America,2023,6.64,2423.6,,,,High Cost,Estimated value
328,Guyana,South America,2024,6.83,2492.95,,,,High Cost,Estimated value
332,Haiti,North America,2017,3.93,1434.45,,,,High Cost,Estimated value
332,Haiti,North America,2018,4.05,1478.25,,,,High Cost,Estimated value
332,Haiti,North America,2019,4.28,1562.2,,,,High Cost,Estimated value
332,Haiti,North America,2020,4.57,1668.0500000000002,,,,High Cost,Estimated value
332,Haiti,North America,2021,4.88,1781.2,,,,High Cost,Estimated value
332,Haiti,North America,2022,5.3,1934.5,,,,High Cost,Estimated value
332,Haiti,North America,2023,5.53,2018.45,,,,High Cost,Estimated value
332,Haiti,North America,2024,6.21,2266.65,,,,High Cost,Estimated value
340,Honduras,North America,2017,3.69,1346.85,,,,High Cost,Estimated value
340,Honduras,North America,2018,3.66,1335.9,,,,High Cost,Estimated value
340,Honduras,North America,2019,3.64,1328.6,,,,High Cost,Estimated value
340,Honduras,North America,2020,3.76,1372.4,,,,High Cost,Estimated value
340,Honduras,North America,2021,3.81,1390.65,0.77,0.79,1.56,High Cost,Estimated value
340,Honduras,North America,2022,4.28,1562.2,,,,High Cost,Estimated value
340,Honduras,North America,2023,4.64,1693.6,,,,High Cost,Estimated value
340,Honduras,North America,2024,4.75,1733.75,,,,High Cost,Estimated value
348,Hungary,Europe,2017,3.36,1226.4,,,,High Cost,Estimated value
348,Hungary,Europe,2018,3.45,1259.25,,,,High Cost,Estimated value
348,Hungary,Europe,2019,3.6,1314.0,,,,High Cost,Estimated value
348,Hungary,Europe,2020,3.69,1346.85,,,,High Cost,Estimated value
348,Hungary,Europe,2021,3.68,1343.2,0.98,0.82,1.7999999999999998,High Cost,Estimated value
348,Hungary,Europe,2022,4.46,1627.9,,,,High Cost,Estimated value
348,Hungary,Europe,2023,5.08,1854.2,,,,High Cost,Estimated value
348,Hungary,Europe,2024,5.08,1854.2,,,,High Cost,Estimated value
352,Iceland,Europe,2017,2.37,865.0500000000001,,,,Medium Cost,Estimated value
352,Iceland,Europe,2018,2.41,879.6500000000001,,,,Medium Cost,Estimated value
352,Iceland,Europe,2019,2.52,919.8,,,,Medium Cost,Estimated value
352,Iceland,Europe,2020,2.69,981.85,,,,Medium Cost,Estimated value
352,Iceland,Europe,2021,2.77,1011.05,0.79,0.54,1.33,Medium Cost,Estimated value
352,Iceland,Europe,2022,3.0,1095.0,,,,Medium Cost,Estimated value
352,Iceland,Europe,2023,3.21,1171.65,,,,Medium Cost,Estimated value
352,Iceland,Europe,2024,3.29,1200.85,,,,Medium Cost,Estimated value
356,India,Asia,2017,2.77,1011.05,,,,High Cost,Estimated value
356,India,Asia,2018,2.86,1043.9,,,,High Cost,Estimated value
356,India,Asia,2019,3.01,1098.65,,,,High Cost,Estimated value
356,India,Asia,2020,3.23,1178.95,,,,High Cost,Estimated value
356,India,Asia,2021,3.4,1241.0,0.7,0.58,1.2799999999999998,High Cost,Estimated value
356,India,Asia,2022,3.67,1339.55,,,,High Cost,Estimated value
356,India,Asia,2023,3.86,1408.9,,,,High Cost,Estimated value
356,India,Asia,2024,4.07,1485.5500000000002,,,,High Cost,Estimated value
360,Indonesia,Asia,2017,3.61,1317.65,,,,High Cost,Estimated value
360,Indonesia,Asia,2018,3.68,1343.2,,,,High Cost,Estimated value
360,Indonesia,Asia,2019,3.68,1343.2,,,,High Cost,Estimated value
360,Indonesia,Asia,2020,3.86,1408.9,,,,High Cost,Estimated value
360,Indonesia,Asia,2021,4.0,1460.0,0.73,0.86,1.59,High Cost,Estimated value
360,Indonesia,Asia,2022,4.39,1602.35,,,,High Cost,Estimated value
360,Indonesia,Asia,2023,4.63,1689.95,,,,High Cost,Estimated value
360,Indonesia,Asia,2024,4.75,1733.75,,,,High Cost,Estimated value
364,Iran,Asia,2017,3.01,1098.65,,,,High Cost,Estimated value
364,Iran,Asia,2018,3.11,1135.15,,,,High Cost,Estimated value
364,Iran,Asia,2019,3.35,1222.75,,,,High Cost,Estimated value
364,Iran,Asia,2020,3.15,1149.75,,,,High Cost,Estimated value
364,Iran,Asia,2021,3.37,1230.05,,,,High Cost,Estimated value
364,Iran,Asia,2022,4.09,1492.85,,,,High Cost,Estimated value
364,Iran,Asia,2023,4.46,1627.9,,,,High Cost,Estimated value
364,Iran,Asia,2024,4.39,1602.35,,,,High Cost,Estimated value
368,Iraq,Asia,2017,3.32,1211.8,,,,High Cost,Estimated value
368,Iraq,Asia,2018,3.48,1270.2,,,,High Cost,Estimated value
368,Iraq,Asia,2019,3.5,1277.5,,,,High Cost,Estimated value
368,Iraq,Asia,2020,3.5,1277.5,,,,High Cost,Estimated value
368,Iraq,Asia,2021,3.42,1248.3,0.53,0.54,1.07,High Cost,Estimated value
368,Iraq,Asia,2022,3.76,1372.4,,,,High Cost,Estimated value
368,Iraq,Asia,2023,3.97,1449.0500000000002,,,,High Cost,Estimated value
368,Iraq,Asia,2024,4.1,1496.4999999999998,,,,High Cost,Estimated value
372,Ireland,Europe,2017,2.33,850.45,,,,Medium Cost,Estimated value
372,Ireland,Europe,2018,2.27,828.55,,,,Medium Cost,Estimated value
372,Ireland,Europe,2019,2.3,839.4999999999999,,,,Medium Cost,Estimated value
372,Ireland,Europe,2020,2.22,810.3000000000001,,,,Medium Cost,Estimated value
372,Ireland,Europe,2021,2.29,835.85,0.57,0.67,1.24,Medium Cost,Estimated value
372,Ireland,Europe,2022,2.52,919.8,,,,Medium Cost,Estimated value
372,Ireland,Europe,2023,2.74,1000.1,,,,Medium Cost,Estimated value
372,Ireland,Europe,2024,2.83,1032.95,,,,Medium Cost,Estimated value
376,Israel,Asia,2017,2.51,916.15,,,,Medium Cost,Estimated value
376,Israel,Asia,2018,2.58,941.7,,,,Medium Cost,Estimated value
376,Israel,Asia,2019,2.6,949.0,,,,Medium Cost,Estimated value
376,Israel,Asia,2020,2.61,952.65,,,,Medium Cost,Estimated value
376,Israel,Asia,2021,2.75,1003.75,0.56,0.71,1.27,Medium Cost,Estimated value
376,Israel,Asia,2022,3.13,1142.45,,,,Medium Cost,Estimated value
376,Israel,Asia,2023,3.23,1178.95,,,,Medium Cost,Estimated value
376,Israel,Asia,2024,3.41,1244.65,,,,Medium Cost,Estimated value
380,Italy,Europe,2017,2.74,1000.1,,,,High Cost,Estimated value
380,Italy,Europe,2018,2.83,1032.95,,,,High Cost,Estimated value
380,Italy,Europe,2019,3.01,1098.65,,,,High Cost,Estimated value
380,Italy,Europe,2020,3.09,1127.85,,,,High Cost,Estimated value
380,Italy,Europe,2021,3.17,1157.05,0.8,0.93,1.73,High Cost,Estimated value
380,Italy,Europe,2022,3.6,1314.0,,,,High Cost,Estimated value
380,Italy,Europe,2023,3.96,1445.4,,,,High Cost,Estimated value
380,Italy,Europe,2024,4.14,1511.1,,,,High Cost,Estimated value
388,Jamaica,North America,2017,4.88,1781.2,,,,High Cost,Estimated value
388,Jamaica,North America,2018,4.78,1744.7,,,,High Cost,Estimated value
388,Jamaica,North America,2019,4.83,1762.95,,,,High Cost,Estimated value
388,Jamaica,North America,2020,4.9,1788.5000000000002,,,,High Cost,Estimated value
388,Jamaica,North America,2021,4.9,1788.5000000000002,1.69,1.24,2.9299999999999997,High Cost,Estimated value
388,Jamaica,North America,2022,5.41,1974.65,,,,High Cost,Estimated value
388,Jamaica,North America,2023,5.83,2127.95,,,,High Cost,Estimated value
388,Jamaica,North America,2024,6.02,2197.2999999999997,,,,High Cost,Estimated value
392,Japan,Asia,2017,5.48,2000.2,,,,High Cost,Estimated value
392,Japan,Asia,2018,5.65,2062.25,,,,High Cost,Estimated value
392,Japan,Asia,2019,5.57,2033.05,,,,High Cost,Estimated value
392,Japan,Asia,2020,5.8,2117.0,,,,High Cost,Estimated value
392,Japan,Asia,2021,5.98,2182.7000000000003,1.57,1.3,2.87,High Cost,Estimated value
392,Japan,Asia,2022,6.66,2430.9,,,,High Cost,Estimated value
392,Japan,Asia,2023,7.29,2660.85,,,,High Cost,Estimated value
392,Japan,Asia,2024,7.62,2781.3,,,,High Cost,Estimated value
400,Jordan,Asia,2017,2.88,1051.2,,,,Medium Cost,Estimated value
400,Jordan,Asia,2018,2.9,1058.5,,,,Medium Cost,Estimated value
400,Jordan,Asia,2019,2.94,1073.1,,,,Medium Cost,Estimated value
400,Jordan,Asia,2020,3.02,1102.3,,,,Medium Cost,Estimated value
400,Jordan,Asia,2021,2.99,1091.35,0.55,0.58,1.13,Medium Cost,Estimated value
400,Jordan,Asia,2022,3.2,1168.0,,,,Medium Cost,Estimated value
400,Jordan,Asia,2023,3.28,1197.1999999999998,,,,Medium Cost,Estimated value
400,Jordan,Asia,2024,3.37,1230.05,,,,Medium Cost,Estimated value
398,Kazakhstan,Asia,2017,2.12,773.8000000000001,,,,Medium Cost,Estimated value
398,Kazakhstan,Asia,2018,2.13,777.4499999999999,,,,Medium Cost,Estimated value
398,Kazakhstan,Asia,2019,2.28,832.1999999999999,,,,Medium Cost,Estimated value
398,Kazakhstan,Asia,2020,2.43,886.95,,,,Medium Cost,Estimated value
398,Kazakhstan,Asia,2021,2.59,945.35,0.3,0.64,0.94,Medium Cost,Estimated value
398,Kazakhstan,Asia,2022,2.88,1051.2,,,,Medium Cost,Estimated value
398,Kazakhstan,Asia,2023,3.02,1102.3,,,,Medium Cost,Estimated value
398,Kazakhstan,Asia,2024,3.06,1116.9,,,,Medium Cost,Estimated value
404,Kenya,Africa,2017,2.56,934.4,,,,High Cost,Estimated value
404,Kenya,Africa,2018,2.62,956.3,,,,High Cost,Estimated value
404,Kenya,Africa,2019,2.83,1032.95,,,,High Cost,Estimated value
404,Kenya,Africa,2020,3.09,1127.85,,,,High Cost,Estimated value
404,Kenya,Africa,2021,3.42,1248.3,0.38,0.34,0.72,High Cost,Estimated value
404,Kenya,Africa,2022,3.86,1408.9,,,,High Cost,Estimated value
404,Kenya,Africa,2023,4.1,1496.4999999999998,,,,High Cost,Estimated value
404,Kenya,Africa,2024,4.26,1554.9,,,,High Cost,Estimated value
414,Kuwait,Asia,2017,2.13,777.4499999999999,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2018,2.18,795.7,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2019,2.19,799.35,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2020,2.22,810.3000000000001,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2021,2.46,897.9,0.87,0.58,1.45,Medium Cost,Estimated value
414,Kuwait,Asia,2022,2.74,1000.1,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2023,2.93,1069.45,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2024,3.09,1127.85,,,,Medium Cost,Estimated value
417,Kyrgyzstan,Asia,2017,3.23,1178.95,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2018,2.98,1087.7,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2019,2.94,1073.1,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2020,3.21,1171.65,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2021,3.36,1226.4,0.48,0.9,1.38,High Cost,Estimated value
417,Kyrgyzstan,Asia,2022,3.7,1350.5,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2023,3.77,1376.05,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2024,3.76,1372.4,,,,High Cost,Estimated value
418,Laos,Asia,2017,3.74,1365.1,,,,High Cost,Estimated value
418,Laos,Asia,2018,3.77,1376.05,,,,High Cost,Estimated value
418,Laos,Asia,2019,3.91,1427.15,,,,High Cost,Estimated value
418,Laos,Asia,2020,4.22,1540.3,,,,High Cost,Estimated value
418,Laos,Asia,2021,4.33,1580.45,0.73,1.02,1.75,High Cost,Estimated value
418,Laos,Asia,2022,4.6,1678.9999999999998,,,,High Cost,Estimated value
418,Laos,Asia,2023,5.07,1850.55,,,,High Cost,Estimated value
418,Laos,Asia,2024,5.19,1894.35,,,,High Cost,Estimated value
428,Latvia,Europe,2017,3.04,1109.6,,,,High Cost,Estimated value
428,Latvia,Europe,2018,3.03,1105.9499999999998,,,,High Cost,Estimated value
428,Latvia,Europe,2019,3.19,1164.35,,,,High Cost,Estimated value
428,Latvia,Europe,2020,3.28,1197.1999999999998,,,,High Cost,Estimated value
428,Latvia,Europe,2021,3.55,1295.75,0.85,0.81,1.66,High Cost,Estimated value
428,Latvia,Europe,2022,4.13,1507.45,,,,High Cost,Estimated value
428,Latvia,Europe,2023,4.51,1646.15,,,,High Cost,Estimated value
428,Latvia,Europe,2024,4.72,1722.8,,,,High Cost,Estimated value
422,Lebanon,Asia,2017,1.71,624.15,,,,High Cost,Estimated value
422,Lebanon,Asia,2018,1.86,678.9000000000001,,,,High Cost,Estimated value
422,Lebanon,Asia,2019,1.88,686.1999999999999,,,,High Cost,Estimated value
422,Lebanon,Asia,2020,3.15,1149.75,,,,High Cost,Estimated value
422,Lebanon,Asia,2021,3.71,1354.15,0.41,0.74,1.15,High Cost,Estimated value
422,Lebanon,Asia,2022,5.58,2036.7,,,,High Cost,Estimated value
422,Lebanon,Asia,2023,6.46,2357.9,,,,High Cost,Estimated value
422,Lebanon,Asia,2024,6.25,2281.25,,,,High Cost,Estimated value
426,Lesotho,Africa,2017,3.59,1310.35,,,,High Cost,Estimated value
426,Lesotho,Africa,2018,3.63,1324.95,,,,High Cost,Estimated value
426,Lesotho,Africa,2019,3.74,1365.1,,,,High Cost,Estimated value
426,Lesotho,Africa,2020,4.0,1460.0,,,,High Cost,Estimated value
426,Lesotho,Africa,2021,4.31,1573.15,0.96,0.64,1.6,High Cost,Estimated value
426,Lesotho,Africa,2022,4.68,1708.1999999999998,,,,High Cost,Estimated value
426,Lesotho,Africa,2023,4.96,1810.4,,,,High Cost,Estimated value
426,Lesotho,Africa,2024,5.24,1912.6,,,,High Cost,Estimated value
430,Liberia,Africa,2017,3.24,1182.6,,,,High Cost,Estimated value
430,Liberia,Africa,2018,3.3,1204.5,,,,High Cost,Estimated value
430,Liberia,Africa,2019,3.51,1281.15,,,,High Cost,Estimated value
430,Liberia,Africa,2020,3.78,1379.6999999999998,,,,High Cost,Estimated value
430,Liberia,Africa,2021,3.67,1339.55,1.04,0.4,1.44,High Cost,Estimated value
430,Liberia,Africa,2022,3.94,1438.1,,,,High Cost,Estimated value
430,Liberia,Africa,2023,4.17,1522.05,,,,High Cost,Estimated value
430,Liberia,Africa,2024,4.52,1649.8,,,,High Cost,Estimated value
440,Lithuania,Europe,2017,2.85,1040.25,,,,High Cost,Estimated value
440,Lithuania,Europe,2018,2.87,1047.55,,,,High Cost,Estimated value
440,Lithuania,Europe,2019,3.04,1109.6,,,,High Cost,Estimated value
440,Lithuania,Europe,2020,3.07,1120.55,,,,High Cost,Estimated value
440,Lithuania,Europe,2021,3.12,1138.8,0.88,0.61,1.49,High Cost,Estimated value
440,Lithuania,Europe,2022,3.66,1335.9,,,,High Cost,Estimated value
440,Lithuania,Europe,2023,3.97,1449.0500000000002,,,,High Cost,Estimated value
440,Lithuania,Europe,2024,4.03,1470.95,,,,High Cost,Estimated value
442,Luxembourg,Europe,2017,2.46,897.9,,,,Medium Cost,Estimated value
442,Luxembourg,Europe,2018,2.59,945.35,,,,Medium Cost,Estimated value
442,Luxembourg,Europe,2019,2.62,956.3,,,,Medium Cost,Estimated value
442,Luxembourg,Europe,2020,2.62,956.3,,,,Medium Cost,Estimated value
442,Luxembourg,Europe,2021,2.65,967.25,0.72,0.76,1.48,Medium Cost,Estimated value
442,Luxembourg,Europe,2022,2.95,1076.75,,,,Medium Cost,Estimated value
442,Luxembourg,Europe,2023,3.27,1193.55,,,,Medium Cost,Estimated value
442,Luxembourg,Europe,2024,3.37,1230.05,,,,Medium Cost,Estimated value
450,Madagascar,Africa,2017,3.08,1124.2,,,,High Cost,Estimated value
450,Madagascar,Africa,2018,3.18,1160.7,,,,High Cost,Estimated value
450,Madagascar,Africa,2019,3.21,1171.65,,,,High Cost,Estimated value
450,Madagascar,Africa,2020,3.2,1168.0,,,,High Cost,Estimated value
450,Madagascar,Africa,2021,3.34,1219.1,0.41,0.43,0.84,High Cost,Estimated value
450,Madagascar,Africa,2022,3.65,1332.25,,,,High Cost,Estimated value
450,Madagascar,Africa,2023,3.87,1412.55,,,,High Cost,Estimated value
450,Madagascar,Africa,2024,3.96,1445.4,,,,High Cost,Estimated value
454,Malawi,Africa,2017,2.38,868.6999999999999,,,,High Cost,Estimated value
454,Malawi,Africa,2018,2.52,919.8,,,,High Cost,Estimated value
454,Malawi,Africa,2019,2.77,1011.05,,,,High Cost,Estimated value
454,Malawi,Africa,2020,3.09,1127.85,,,,High Cost,Estimated value
454,Malawi,Africa,2021,3.43,1251.95,0.42,0.37,0.79,High Cost,Estimated value
454,Malawi,Africa,2022,3.88,1416.2,,,,High Cost,Estimated value
454,Malawi,Africa,2023,4.29,1565.85,,,,High Cost,Estimated value
454,Malawi,Africa,2024,4.64,1693.6,,,,High Cost,Estimated value
458,Malaysia,Asia,2017,3.1,1131.5,,,,High Cost,Estimated value
458,Malaysia,Asia,2018,3.2,1168.0,,,,High Cost,Estimated value
458,Malaysia,Asia,2019,3.3,1204.5,,,,High Cost,Estimated value
458,Malaysia,Asia,2020,3.43,1251.95,,,,High Cost,Estimated value
458,Malaysia,Asia,2021,3.52,1284.8,0.73,0.88,1.61,High Cost,Estimated value
458,Malaysia,Asia,2022,3.89,1419.85,,,,High Cost,Estimated value
458,Malaysia,Asia,2023,4.15,1514.7500000000002,,,,High Cost,Estimated value
458,Malaysia,Asia,2024,4.27,1558.55,,,,High Cost,Estimated value
462,Maldives,Asia,2017,3.36,1226.4,,,,High Cost,Estimated value
462,Maldives,Asia,2018,3.34,1219.1,,,,High Cost,Estimated value
462,Maldives,Asia,2019,3.28,1197.1999999999998,,,,High Cost,Estimated value
462,Maldives,Asia,2020,3.33,1215.45,,,,High Cost,Estimated value
462,Maldives,Asia,2021,3.39,1237.35,1.08,0.85,1.93,High Cost,Estimated value
462,Maldives,Asia,2022,3.74,1365.1,,,,High Cost,Estimated value
462,Maldives,Asia,2023,4.01,1463.65,,,,High Cost,Estimated value
462,Maldives,Asia,2024,4.3,1569.5,,,,High Cost,Estimated value
466,Mali,Africa,2017,2.97,1084.0500000000002,,,,High Cost,Estimated value
466,Mali,Africa,2018,2.96,1080.4,,,,High Cost,Estimated value
466,Mali,Africa,2019,2.97,1084.0500000000002,,,,High Cost,Estimated value
466,Mali,Africa,2020,3.04,1109.6,,,,High Cost,Estimated value
466,Mali,Africa,2021,3.16,1153.4,0.47,0.35,0.82,High Cost,Estimated value
466,Mali,Africa,2022,3.56,1299.4,,,,High Cost,Estimated value
466,Mali,Africa,2023,3.72,1357.8000000000002,,,,High Cost,Estimated value
466,Mali,Africa,2024,3.86,1408.9,,,,High Cost,Estimated value
470,Malta,Europe,2017,3.35,1222.75,,,,High Cost,Estimated value
470,Malta,Europe,2018,3.49,1273.85,,,,High Cost,Estimated value
470,Malta,Europe,2019,3.75,1368.75,,,,High Cost,Estimated value
470,Malta,Europe,2020,3.74,1365.1,,,,High Cost,Estimated value
470,Malta,Europe,2021,3.79,1383.35,0.79,1.06,1.85,High Cost,Estimated value
470,Malta,Europe,2022,4.28,1562.2,,,,High Cost,Estimated value
470,Malta,Europe,2023,4.66,1700.9,,,,High Cost,Estimated value
470,Malta,Europe,2024,4.89,1784.85,,,,High Cost,Estimated value
478,Mauritania,Africa,2017,3.86,1408.9,,,,High Cost,Estimated value
478,Mauritania,Africa,2018,3.92,1430.8,,,,High Cost,Estimated value
478,Mauritania,Africa,2019,4.02,1467.3,,,,High Cost,Estimated value
478,Mauritania,Africa,2020,4.13,1507.45,,,,High Cost,Estimated value
478,Mauritania,Africa,2021,4.43,1616.9499999999998,0.9,0.92,1.82,High Cost,Estimated value
478,Mauritania,Africa,2022,5.04,1839.6,,,,High Cost,Estimated value
478,Mauritania,Africa,2023,5.28,1927.2,,,,High Cost,Estimated value
478,Mauritania,Africa,2024,5.4,1971.0,,,,High Cost,Estimated value
480,Mauritius,Africa,2017,3.38,1233.7,,,,High Cost,Estimated value
480,Mauritius,Africa,2018,3.41,1244.65,,,,High Cost,Estimated value
480,Mauritius,Africa,2019,3.46,1262.9,,,,High Cost,Estimated value
480,Mauritius,Africa,2020,3.64,1328.6,,,,High Cost,Estimated value
480,Mauritius,Africa,2021,3.77,1376.05,1.26,0.49,1.75,High Cost,Estimated value
480,Mauritius,Africa,2022,4.21,1536.65,,,,High Cost,Estimated value
480,Mauritius,Africa,2023,4.42,1613.3,,,,High Cost,Estimated value
480,Mauritius,Africa,2024,4.72,1722.8,,,,High Cost,Estimated value
484,Mexico,North America,2017,2.9,1058.5,,,,High Cost,Estimated value
484,Mexico,North America,2018,2.97,1084.0500000000002,,,,High Cost,Estimated value
484,Mexico,North America,2019,2.98,1087.7,,,,High Cost,Estimated value
484,Mexico,North America,2020,3.07,1120.55,,,,High Cost,Estimated value
484,Mexico,North America,2021,3.27,1193.55,0.79,0.57,1.36,High Cost,Estimated value
